"source","destination","source_chain","destination_chain","source_address","destination_address","transaction_time_utc","source_lock_time_utc","destination_mint_time_utc","transaction_duration_seconds","transaction_duration_hh_mm_ss","transaction_amount","token_symbol","transaction_amount_usd","refunded_or_not","status","simplified_status","is_insufficient_fee","gas_paid","source_tx_hash","message_id","bridge_protocol","data_source"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","ethereum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","ethereum","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-30T17:40:29Z","2026-08-30T17:40:29Z","2026-08-30T17:41:23Z","54","00:00:54","14290897518.253729","MANYU","0","Pending Refund","executed","received","False","False","7A0EE1A46DF990E7D9977DDE3CEEFD2A5D82FACA30F8F7CE758FA3A9A85C36A5","0x7a0ee1a46df990e7d9977dde3ceefd2a5d82faca30f8f7ce758fa3a9a85c36a5-7093562","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-30T17:40:10Z","2026-08-30T17:40:10Z","2026-08-30T17:40:38Z","28","00:00:28","5114.84144","AXL","220.78975187134563","Pending Refund","executed","received","False","True","5E39E3E896F574C42307132ED960465A4045AF6E522217131A3A6D870543F972","0x1c3df96274dba275fbd1d7d0e740569afbe9346ab5fd369230413f9eb8e07785-7093556","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","Ethereum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T17:39:14Z","2026-08-30T17:39:14Z","2026-08-30T17:40:23Z","69","00:01:09","1.140566","axlUSDC","1.14034929246","Not Refunded","executed","received","False","True","0x36ec3a13476be923bce98ce1caad87c26d6d6e5fa34c68ef547cea1b76c6bfd6","0x36ec3a13476be923bce98ce1caad87c26d6d6e5fa34c68ef547cea1b76c6bfd6-14","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","arbitrum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","arbitrum","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T17:39:12Z","2026-08-30T17:39:12Z","2026-08-30T17:39:44Z","32","00:00:32","130.400835","axlUSDC","130.37605884135","Pending Refund","executed","received","False","True","9A90F69A9D68017E4923CA3EF4332030290DF2647B33E75909779267DF3E7137","0x23dfb5ab6c90838232a899bd61bb32f475138a64c3f3f74e2d244ecd253c1542-7093555","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-30T17:38:42Z","2026-08-30T17:38:42Z","2026-08-30T17:39:08Z","26","00:00:26","5136.965931","AXL","219.60082438989002","Pending Refund","executed","received","False","True","ABE4E1F29C975020685848803A47DEA52F190372D3D6D28A8A426BD828FB6FD4","0x0bc2a54dc2f73d8378252742b26d67b3a7c46f198d6330693ad731cffe83aa46-7093554","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"avalanche : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","avalanche","binance","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T17:38:32Z","2026-08-30T17:38:32Z","2026-08-30T17:39:08Z","36","00:00:36","0.170347","axlUSDC","0.17031463407","Not Refunded","executed","received","False","True","0x9b229519fe9d9c9dbe05dd3d081269ba541485e112e925d8ef80d40e47422756","0x9b229519fe9d9c9dbe05dd3d081269ba541485e112e925d8ef80d40e47422756-12","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base","Ethereum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T17:37:55Z","2026-08-30T17:37:55Z","2026-08-30T18:01:23Z","1408","00:23:28","0.652655","axlUSDC","0.6525309955499999","Not Refunded","executed","received","False","True","0xf52c6f524c09d6f374ce3d4f7d1e788fc4d23d6459dbf6e65b73ce9fbbcd051e","0xf52c6f524c09d6f374ce3d4f7d1e788fc4d23d6459dbf6e65b73ce9fbbcd051e-11","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Avalanche : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base","Avalanche","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T17:37:05Z","2026-08-30T17:37:05Z","2026-08-30T18:00:37Z","1412","00:23:32","16.275067","axlUSDC","16.27197473727","Not Refunded","executed","received","False","True","0x7f5f6fd7b07895b8ce32ba81ad50ebf9419255c7c9614936e70c7a793803139b","0x7f5f6fd7b07895b8ce32ba81ad50ebf9419255c7c9614936e70c7a793803139b-12","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","ethereum","immutable","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-30T17:36:47Z","2026-08-30T17:36:47Z","2026-08-30T17:53:49Z","1022","00:17:02",,,,"Not Refunded","executed","received","False","True","0x8060e6825abf4ac88a4a2fcc70b5e47fbda28c7f395d62551fbbdd1997110af2","0x8060e6825abf4ac88a4a2fcc70b5e47fbda28c7f395d62551fbbdd1997110af2-1","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","Ethereum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T17:36:22Z","2026-08-30T17:36:22Z","2026-08-30T17:37:23Z","61","00:01:01","2.306434","axlUSDC","2.305991164672","Not Refunded","executed","received","False","True","0x8c5ff04eedfdf53624b00496bcf0a08a1f431cb23e0d50aeef87189c71c5835f","0x8c5ff04eedfdf53624b00496bcf0a08a1f431cb23e0d50aeef87189c71c5835f-14","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Polygon : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","Polygon","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T17:36:10Z","2026-08-30T17:36:10Z","2026-08-30T17:37:00Z","50","00:00:50","49.987487","axlUSDC","49.977889402496004","Not Refunded","executed","received","False","True","0x2c3a59279cc164b746060af672ab731c7819090bc73c31907be2b6422647b01a","0x2c3a59279cc164b746060af672ab731c7819090bc73c31907be2b6422647b01a-10","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","Ethereum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T17:36:05Z","2026-08-30T17:36:05Z","2026-08-30T17:37:23Z","78","00:01:18","5.02192","axlUSDC","5.02095579136","Not Refunded","executed","received","False","True","0x384ed1eb6bef621b10cbe26c9c4cab93df66885583c3ed65f6f3d4a613372da0","0x384ed1eb6bef621b10cbe26c9c4cab93df66885583c3ed65f6f3d4a613372da0-14","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-30T17:35:51Z","2026-08-30T17:35:51Z","2026-08-30T17:36:19Z","28","00:00:28","5164.307444","AXL","220.76965028352373","Pending Refund","executed","received","False","True","EF05B54D01CC30A652169F0E1129325CD5DA6159C9A7579BFC8A501FF5735BD9","0xbf7d6f5c0d7e37cac0e219bb56c2ab7a9640c0fae6e2e0d83c5bb87020d77f9c-7093553","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-30T17:34:30Z","2026-08-30T17:34:30Z","2026-08-30T17:34:53Z","23","00:00:23","5166.657305","AXL","220.85088483172004","Pending Refund","executed","received","False","True","F6761695C1B058963534632130CB052A6E842BE90E807A176171DB9D22D1B758","0x08cd87056a8c5ea61af39c83e5626c5e4ff8f0e34c55857e605996af5b3e4407-7093552","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1m8wg4vxkefhs374qxmmqpyusgz289wmulex5qdwpfx7jnrxzer5s9cv83q","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo1m8wg4vxkefhs374qxmmqpyusgz289wmulex5qdwpfx7jnrxzer5s9cv83q","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-30T17:31:43Z","2026-08-30T17:31:43Z","2026-08-30T17:32:09Z","26","00:00:26","0.01397514438910434","axlBNB","9.747802962844167","Pending Refund","executed","received","False","True","9C81A93A28D3736F9EC836C1A2F9E77BF9A1792A8A90EF6D591C14DD454987C2","0x6539019170cf9a2a706a9873c07d5f4a0c8b5082d4169ae61c314774b126d0d9-7093551","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","ethereum","immutable","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-30T17:31:23Z","2026-08-30T17:31:23Z","2026-08-30T17:47:35Z","972","00:16:12",,,,"Not Refunded","executed","received","False","True","0x4d6f1f025155951d68af6c72ad8538f95246c0de1b32d5b3f1a3e5b823a73dca","0x4d6f1f025155951d68af6c72ad8538f95246c0de1b32d5b3f1a3e5b823a73dca-1","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","base","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T17:31:09Z","2026-08-30T17:31:09Z","2026-08-30T17:31:55Z","46","00:00:46","41.944894","axlUSDC","41.937218084398","Not Refunded","executed","received","False","True","0x84e721f4f3bb214cc686a870185f209fb36d54e4789e52423d01da79c4c372d5","0x84e721f4f3bb214cc686a870185f209fb36d54e4789e52423d01da79c4c372d5-15","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","base","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T17:29:23Z","2026-08-30T17:29:23Z","2026-08-30T17:30:25Z","62","00:01:02","81.000777","axlUSDC","80.985953857809","Pending Refund","executed","received","False","True","05494863C4945792CFC4FE4A916C995490412861651ACC518A6B62769DC0EDC1","0x63bbd50de2a1f62131ffa3d2f807efef24a37983306e2e7c2182eeca95da2baa-7093550","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"polygon : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Arbitrum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","polygon","Arbitrum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T17:28:00Z","2026-08-30T17:28:00Z","2026-08-30T17:28:43Z","43","00:00:43","500.276646","axlUSDC","500.185095373782","Not Refunded","executed","received","False","True","0x26fa27138f7074c5666e8e2992be46760c3da4cfb4be34c9a6e50e4f9d552be9","0x26fa27138f7074c5666e8e2992be46760c3da4cfb4be34c9a6e50e4f9d552be9-16","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"filecoin : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","filecoin","binance","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T17:25:00Z","2026-08-30T17:25:00Z","2026-08-30T17:42:43Z","1063","00:17:43","687.708086","axlUSDC","687.58086000409","Not Refunded","executed","received","False","True","0xa285c41dc95e9649ebbbe564b8b7d1985261095e7eaef3c86ebd5c9c5ce29bf1","0xa285c41dc95e9649ebbbe564b8b7d1985261095e7eaef3c86ebd5c9c5ce29bf1-8","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","binance","osmosis","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","2026-08-30T17:19:12Z","2026-08-30T17:19:12Z","2026-08-30T17:19:28Z","16","00:00:16","49.612376","axlUSDC","49.602056625791995","Not Refunded","executed","received","False","True","0xf7bc93cd577c8fa4d29a84f49d32fc5dee805f1e9928b1b183540a7e310cb3e4","0xf7bc93cd577c8fa4d29a84f49d32fc5dee805f1e9928b1b183540a7e310cb3e4-12","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"ethereum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","immutable : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","ethereum","immutable","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T17:16:11Z","2026-08-30T17:16:11Z","2026-08-30T17:34:25Z","1094","00:18:14","49.821168","USDC","49.812748222608","Not Refunded","executed","received","False","True","0x9a081082091c52d06727a3a85fb153759eb58284ad89a34244fbf6de6b771c99","0x9a081082091c52d06727a3a85fb153759eb58284ad89a34244fbf6de6b771c99-7","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","ethereum : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","ethereum","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-30T17:14:38Z","2026-08-30T17:14:38Z","2026-08-30T17:17:11Z","153","00:02:33","29459373573.13049","MANYU","0","Pending Refund","executed","received","False","False","76B7D243AE13510A5F1D03108039948D2A510FC9A4290147BCCF28AD402B32D6","0x76b7d243ae13510a5f1d03108039948d2a510fc9a4290147bccf28ad402b32d6-7093549","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"base : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","base","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-30T17:14:29Z","2026-08-30T17:14:29Z","2026-08-30T17:40:29Z","1560","00:26:00","14290897518.253729","MANYU","81.8439700870391","Not Refunded","executed","received","False","True","0xfa374cfb8cf0e649360bf97116c7a2da16b7beae9ab4687407347b7db5ed9f00","0xfa374cfb8cf0e649360bf97116c7a2da16b7beae9ab4687407347b7db5ed9f00-11","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","binance","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-30T17:14:27Z","2026-08-30T17:14:27Z","2026-08-30T17:14:38Z","11","00:00:11","29459373573.13049","MANYU","168.7138324533183","Not Refunded","executed","received","False","True","0x41500c5b0cb4726192d8f8cd27f658013fc95c5499d224df8f121b9e3737d29f","0x41500c5b0cb4726192d8f8cd27f658013fc95c5499d224df8f121b9e3737d29f-48","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","binance : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar","binance","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","2026-08-30T17:12:45Z","2026-08-30T17:12:45Z","2026-08-30T17:12:58Z","13","00:00:13","0.00113456","BTCB","0","Pending Refund","executed","received","False","False","3DEF93D85A5D68DCB3E24407AF6B905D82F5A5031C71288F1551DC4C906116AA","0x3def93d85a5d68dcb3e24407af6b905d82f5a5031c71288f1551dc4c906116aa-7093543","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"avalanche : 0xBeB12d8861765c850E8426Cc5c6a5207222f2477","Ethereum : 0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","avalanche","Ethereum","0xBeB12d8861765c850E8426Cc5c6a5207222f2477","0xB773bCc5B325ad9AC6B36e1A046AD4466833A16E","2026-08-30T17:12:20Z","2026-08-30T17:12:20Z","2026-08-30T17:14:23Z","123","00:02:03","499.883601","axlUSDC","499.799120671431","Not Refunded","executed","received","False","True","0xad8e9310b235a64c98f8a8383d0fb4ba8c285609c76088737709a6ae1f63ec1b","0xad8e9310b235a64c98f8a8383d0fb4ba8c285609c76088737709a6ae1f63ec1b-12","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","Polygon : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","osmosis","Polygon","osmo1n6ney9tsf55etz9nrmzyd8wa7e64qd3s06a74fqs30ka8pps6cvqtsycr6","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T17:11:45Z","2026-08-30T17:11:45Z","2026-08-30T17:12:22Z","37","00:00:37","13.894637572887186","axlMATIC","1.407790784247357","Pending Refund","executed","received","False","True","32F31E890D0AB7442B730E57061ADEC5A821D688214F4994C9269DA13EAC012B","0x0e47d6e6dbc644b574c92c46e2cbf9bb0dd56082aa5cb4f838f6489691211d5b-7093537","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-30T17:11:23Z","2026-08-30T17:11:23Z","2026-08-30T17:11:49Z","26","00:00:26","5155.754663","AXL","217.10119834202877","Pending Refund","executed","received","False","True","46AA9C4B0E7ED8F265857C55881A3308759AE7F4ACA6A499AE1B26761EF9C049","0xcc01f171c6e5ca77a051a669329a934767cc1da34957709cbb6fe5fe090e642b-7093536","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"base : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","immutable : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","base","immutable","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T17:10:23Z","2026-08-30T17:10:23Z","2026-08-30T17:35:05Z","1482","00:24:42","48.872749","axlUSDC","48.864342887172","Not Refunded","executed","received","False","True","0x3a22023b6ca9f1a4379c4dfaa12409b87ea5c620eab8742ad3ae6a7036b98737","0x3a22023b6ca9f1a4379c4dfaa12409b87ea5c620eab8742ad3ae6a7036b98737-11","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"kava : 0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar : axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","kava","axelar","0xB5FB4BE02232B1bBA4dC8f81dc24C26980dE9e3C","axelar1aqcj54lzz0rk22gvqgcn8fr5tx4rzwdv5wv5j9dmnacgefvd7wzsy2j2mr","2026-08-30T17:10:13Z","2026-08-30T17:10:13Z","2026-08-30T17:12:45Z","152","00:02:32","0.00113456","BTCB","89.24562415999999","Not Refunded","executed","received","False","True","0x02d5806471dc92bc40cdada678fc61d1276c3a29589f9797cb73e48c9d40aaf5","0x02d5806471dc92bc40cdada678fc61d1276c3a29589f9797cb73e48c9d40aaf5-7","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","Arbitrum : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance","Arbitrum","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T17:07:34Z","2026-08-30T17:07:34Z","2026-08-30T17:08:14Z","40","00:00:40","399.898879","axlUSDC","399.83009639281204","Not Refunded","executed","received","False","True","0x7c8d1f753166c84e00c2afcdb5fefd78703ba653bdfca5012fe3b25d5e03d579","0x7c8d1f753166c84e00c2afcdb5fefd78703ba653bdfca5012fe3b25d5e03d579-10","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"immutable : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","Ethereum : 0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","immutable","Ethereum","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","0x4f49B53928A71E553bB1B0F66a5BcB54Fd4E8932","2026-08-30T17:07:03Z","2026-08-30T17:07:03Z","2026-08-30T17:08:23Z","80","00:01:20",,,,"Not Refunded","executed","received","False","True","0x6181b11b2b7c31dcbaf666bcf412a0cd619e78229213ee13074221e5a4e77cfe","0x6181b11b2b7c31dcbaf666bcf412a0cd619e78229213ee13074221e5a4e77cfe-5","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo1m8wg4vxkefhs374qxmmqpyusgz289wmulex5qdwpfx7jnrxzer5s9cv83q","base : 0x569594F181ac9AbdE3eBf89954F3D3Af40d63600","osmosis","base","osmo1m8wg4vxkefhs374qxmmqpyusgz289wmulex5qdwpfx7jnrxzer5s9cv83q","0x569594F181ac9AbdE3eBf89954F3D3Af40d63600","2026-08-30T17:03:14Z","2026-08-30T17:03:14Z","2026-08-30T17:03:55Z","41","00:00:41","1.816854","axlUSDC","1.8164942629079999","Pending Refund","executed","received","False","True","02F5C989E4AE0CF29C2430285A2FAFDF48A79ED7399C5F937E52C3C00DAA3719","0x4b3a182676394b4d4d2347dcccd3b03c10a43673b32b2b537d329e21655c1870-7093535","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"osmosis : osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","binance : 0x43d090025aAA6C8693B71952B910AC55CcB56bBb","osmosis","binance","osmo173adwu8q6xfww53rhwtlxhjyafav74k6qsu9a7","0x43d090025aAA6C8693B71952B910AC55CcB56bBb","2026-08-30T17:01:31Z","2026-08-30T17:01:31Z","2026-08-30T17:02:04Z","33","00:00:33","5168.632395","AXL","217.38854362778397","Pending Refund","executed","received","False","True","780F87523F6DF6A19497F525483C1DBBE080EE978105CDAE3F818F09A17BB070","0x67f7e4016e59448a98eaf86978a3fe872e31b7a0d59a42a7c2807f5070888687-7093534","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"kava : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","binance : 0xce16F69375520ab01377ce7B88f5BA8C48F8D666","kava","binance","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","0xce16F69375520ab01377ce7B88f5BA8C48F8D666","2026-08-30T17:00:25Z","2026-08-30T17:00:25Z","2026-08-30T17:03:13Z","168","00:02:48","0.245171212675","axlBNB","172.0268330855405","Not Refunded","executed","received","False","True","0x0137bf664db008b0a59baddd9ac04fdb665441daaa99a56a5f188065d55183bf","0x0137bf664db008b0a59baddd9ac04fdb665441daaa99a56a5f188065d55183bf-6","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
"agoric : agoric1tsfn42ankgqa6wsz4feeufyjw7uq5lyf95m0swvj9ny08z73vvcs5gwlle","Avalanche : 0x2314fda165bac8099b4baed88d478af370e1140d","agoric","Avalanche","agoric1tsfn42ankgqa6wsz4feeufyjw7uq5lyf95m0swvj9ny08z73vvcs5gwlle","0x2314fda165bac8099b4baed88d478af370e1140d","2026-08-30T16:56:03Z","2026-08-30T16:56:03Z","2026-08-30T16:56:32Z","29","00:00:29",,,,"Not Refunded","executed","received","False","False","","0x9b51d0109a05473f0e7f939f133099ce2eca2d2f8b30b88ce78b1eef0801974d-7093533","Axelar Network (GMP)","https://api.axelarscan.io (public GMP Explorer API)"
